Zone,District,Fiscal Month Number,Fiscal Year,Month Name,Diversion Rate-Total (Total Recycling / Total Waste),Capture Rate-Paper (Total Paper / Max Paper),Capture Rate-MGP (Total MGP / Max MGP),Capture Rate-Total ((Total Recycling - Leaves (Recycling)) / (Max Paper + Max MGP))x100
Brooklyn South,BKS15,10,2016,April,17.63448898,48.46724968,62.43847553,53.7739881
Brooklyn South,BKS18,10,2016,April,14.97829696,41.60889311,68.42712346,51.14453021
Bronx,BX01,10,2016,April,6.787045386,19.70579592,26.78000793,22.79527257
Bronx,BX02,10,2016,April,12.48074201,32.31264879,54.30761877,41.91837535
Bronx,BX03,10,2016,April,10.08896683,28.02361288,41.44546016,33.88525284
Bronx,BX04,10,2016,April,10.9336911,28.64216821,47.14405287,36.72238133
Bronx,BX05,10,2016,April,11.85200171,28.74688092,54.07130713,39.80666021
Bronx,BX06,10,2016,April,14.0225414,36.62876441,45.27880938,40.4064448
Bronx,BX07,10,2016,April,13.30795776,32.67759579,60.19865959,44.69669897
Bronx,BX08,10,2016,April,20.15858131,47.14351669,81.26213455,58.84040553
Bronx,BX09,10,2016,April,9.179090484,21.49781781,39.43899448,28.79251473
Bronx,BX10,10,2016,April,17.84251368,42.18441333,67.29125084,51.72082915
Bronx,BX11,10,2016,April,13.99386605,35.65028596,54.13764079,42.67240107
Bronx,BX12,10,2016,April,16.44436601,35.16432925,74.60409229,50.14486912
Manhattan,MN01,10,2016,April,27.12145208,45.93435615,74.33771899,52.77511902
Manhattan,MN02,10,2016,April,25.4173101,38.85289374,83.20421515,49.53461739
Manhattan,MN03,10,2016,April,13.64686538,43.04925756,44.11422152,43.51435265
Manhattan,MN04,10,2016,April,22.75296248,33.46900222,82.22804084,45.21229553
Manhattan,MN05,10,2016,April,19.66717214,31.80829564,62.00319097,39.0805373
Manhattan,MN06,10,2016,April,22.59794264,33.97313088,79.35998757,44.90425638
Manhattan,MN07,10,2016,April,26.6118916,42.09941094,81.83076602,51.66844613
Manhattan,MN08,10,2016,April,26.4392076,43.47444836,80.46724944,52.38392085
Manhattan,MN09,10,2016,April,17.28080915,57.22514636,47.70418203,53.06711477
Manhattan,MN10,10,2016,April,14.33661047,38.78487482,55.32587643,46.00872367
Manhattan,MN11,10,2016,April,11.48626445,42.13238916,33.99426956,38.57827876
Manhattan,MN12,10,2016,April,15.69053636,44.03122216,60.92833346,51.41059258
Queens East,QE07,10,2016,April,17.93029818,48.93221708,64.05411242,54.67601822
Queens East,QE08,10,2016,April,15.92246876,30.55806103,52.68758059,37.09795361
Queens East,QE10,10,2016,April,21.3639281,46.76182617,88.41737008,61.57309987
Queens East,QE11,10,2016,April,21.72065808,65.21357669,90.39390765,74.1668333
Queens East,QE12,10,2016,April,13.96967706,39.2547839,64.46556866,50.82879617
Queens East,QE13,10,2016,April,17.83971316,44.22178881,91.17028229,60.9150527
Queens East,QE14,10,2016,April,11.43813383,31.99669498,39.58514398,34.87904147
Queens West,QW01,10,2016,April,19.57522705,49.53080233,76.28254015,59.69200625
Queens West,QW02,10,2016,April,19.32530805,52.72165891,69.06633243,58.92991206
Queens West,QW03,10,2016,April,14.17413085,33.51890951,59.06480486,43.22209417
Queens West,QW04,10,2016,April,13.46292767,33.01560327,54.17691431,41.0533763
Queens West,QW05,10,2016,April,23.82966226,50.55143833,84.22812117,63.34296777
Queens West,QW06,10,2016,April,20.77308475,30.59304552,74.95815774,41.27809059
Queens West,QW09,10,2016,April,18.88401833,43.26570057,76.44583593,55.86862468
Staten Island,SI01,10,2016,April,18.69559617,45.55127645,81.45600222,58.31775771
Staten Island,SI02,10,2016,April,18.84756224,52.24281048,80.70258039,62.36212239
Staten Island,SI03,10,2016,April,19.71376078,55.32603753,85.45029472,66.03718367
Brooklyn North,BKN01,2,2016,August,14.99359802,46.64993504,42.43385305,44.72681199
Brooklyn North,BKN02,2,2016,August,16.61943366,30.78601163,49.13531164,36.19597507
Brooklyn North,BKN03,2,2016,August,10.26581387,29.55471162,33.50068152,31.35462578
Brooklyn North,BKN04,2,2016,August,12.61294072,30.45943608,48.13814141,38.52339827
Brooklyn North,BKN05,2,2016,August,9.287857592,23.30151389,34.40811567,28.36767768
Brooklyn North,BKN08,2,2016,August,14.31950818,41.24829054,46.70151979,43.73572577
Brooklyn North,BKN09,2,2016,August,11.58431085,30.86796327,38.12943557,33.75705826
Brooklyn North,BKN16,2,2016,August,7.869434637,20.82075204,27.86830733,24.03542293
Brooklyn North,BKN17,2,2016,August,13.06493713,28.7791339,52.13501468,38.07165137
Brooklyn South,BKS06,2,2016,August,26.25366314,42.68464284,75.39362804,52.32830304
Brooklyn South,BKS07,2,2016,August,19.603193,44.88404856,60.85744947,51.2393262
Brooklyn South,BKS10,2,2016,August,23.23680888,56.96450966,64.21165233,59.84790338
Brooklyn South,BKS11,2,2016,August,17.25442074,47.99860511,53.73253569,50.27994276
Brooklyn South,BKS12,2,2016,August,14.56000165,51.10789239,36.55614231,44.47025913
Brooklyn South,BKS13,2,2016,August,12.11119706,35.51427689,43.03975412,38.74212723
Brooklyn South,BKS14,2,2016,August,13.13945619,30.29182374,48.44969041,36.18951366
Brooklyn South,BKS15,2,2016,August,16.96436289,47.61244091,52.1925321,49.43470477
Brooklyn South,BKS18,2,2016,August,14.28989621,33.79274083,55.71819299,41.56642566
Bronx,BX01,2,2016,August,6.254084168,17.10604772,23.86704048,20.00599308
Bronx,BX02,2,2016,August,11.2205165,28.18701807,46.15280439,35.89295722
Bronx,BX03,2,2016,August,8.335858673,21.5074143,33.53265341,26.66531605
Bronx,BX04,2,2016,August,9.914482433,25.09173665,40.53364378,31.71512594
Bronx,BX05,2,2016,August,11.17492783,25.84211763,48.93485735,35.74712506
Bronx,BX06,2,2016,August,11.08017072,32.92142187,38.80263502,35.44400952
Bronx,BX07,2,2016,August,12.78301612,30.47754278,54.75613141,40.89118809
Bronx,BX08,2,2016,August,19.66278954,41.66820407,75.11053907,52.53030178
Bronx,BX09,2,2016,August,8.827306811,22.00787638,32.8667218,26.96102863
Bronx,BX10,2,2016,August,17.879194,41.31804938,62.07230055,49.57546614
Bronx,BX11,2,2016,August,13.87875048,35.31692798,48.2011611,40.44312991
Bronx,BX12,2,2016,August,15.84729529,33.34803402,65.59881775,46.17953346
Manhattan,MN01,2,2016,August,25.3566863,43.55909316,61.79447888,48.47072721
Manhattan,MN02,2,2016,August,22.30802589,35.50683023,64.68042609,43.36463094
Manhattan,MN03,2,2016,August,12.73790048,40.38237501,40.04129635,40.23607853
Manhattan,MN04,2,2016,August,21.27241456,31.90979529,66.96395156,41.35150331
Manhattan,MN05,2,2016,August,17.88439943,30.43108065,46.52356342,34.76553168
Manhattan,MN06,2,2016,August,21.04349781,33.08226606,62.13128125,40.90651143
Manhattan,MN07,2,2016,August,24.40848768,40.38179611,64.56529798,46.89553336
Manhattan,MN08,2,2016,August,24.6930691,41.41742967,64.65491612,47.67636115
Manhattan,MN09,2,2016,August,15.56911065,52.95808053,45.60351517,49.80353822
Manhattan,MN10,2,2016,August,12.80454505,34.04226041,48.42845181,40.21282893
Manhattan,MN11,2,2016,August,10.8405059,38.11765748,30.09686091,34.67735327
Manhattan,MN12,2,2016,August,14.89744504,42.11507792,55.03089311,47.65496825
Queens East,QE07,2,2016,August,17.01331785,48.55196088,51.12920925,49.57736111
Queens East,QE08,2,2016,August,15.06344588,28.33321255,43.50770779,32.8071415
Queens East,QE10,2,2016,August,15.88644214,36.69859645,63.52651919,46.21045575
Queens East,QE11,2,2016,August,21.21595953,56.38629092,71.40996909,61.71294682
Queens East,QE12,2,2016,August,12.9611287,34.68040857,51.0822621,42.57652277
Queens East,QE13,2,2016,August,16.37892293,34.53338621,71.50862307,47.64298302
Queens East,QE14,2,2016,August,10.39561312,28.51162033,32.98934112,30.29315446
Queens West,QW01,2,2016,August,18.44402552,48.07814939,62.32499714,53.74648975
Queens West,QW02,2,2016,August,18.8148759,51.09179367,60.48028999,54.8271598
Queens West,QW03,2,2016,August,13.36238599,31.25875898,50.56089234,38.93842703
Queens West,QW04,2,2016,August,12.7177744,32.5373477,43.90463459,37.06000788
Queens West,QW05,2,2016,August,22.21111871,48.73684364,72.99403662,58.38796284
Queens West,QW06,2,2016,August,19.98990169,31.30090869,59.359634,38.85842312
Queens West,QW09,2,2016,August,17.10577019,40.39812757,64.14641454,49.84677023
Staten Island,SI01,2,2016,August,19.14300658,40.50215357,69.06241603,50.62821516
Staten Island,SI02,2,2016,August,18.68147462,46.50532058,68.18904789,54.19330169
Staten Island,SI03,2,2016,August,19.89926982,48.640042,74.70942934,57.88296202
Brooklyn North,BKN01,6,2016,December,15.95873015,49.61896247,49.72606775,49.66284167
Brooklyn North,BKN02,6,2016,December,18.66317263,34.31570451,53.45979643,39.75287118
Brooklyn North,BKN03,6,2016,December,11.75531352,35.08374863,40.2328932,37.19326494
Brooklyn North,BKN04,6,2016,December,14.37118657,36.16739903,58.87366109,45.46976556
Brooklyn North,BKN05,6,2016,December,10.57121938,27.98937358,41.31058627,33.44684618
Brooklyn North,BKN08,6,2016,December,16.17116466,46.3519992,55.05086112,49.91577389
Brooklyn North,BKN09,6,2016,December,11.96022038,30.83437351,38.09989661,33.47923426
Brooklyn North,BKN16,6,2016,December,8.952289442,24.82800616,33.36295192,28.32462721
Brooklyn North,BKN17,6,2016,December,14.89528193,32.24803127,58.19946382,41.69510402
Brooklyn South,BKS06,6,2016,December,31.64639402,49.62379863,80.57095705,58.41318697
Brooklyn South,BKS07,6,2016,December,22.2327202,49.75646594,68.23243352,56.48225303
Brooklyn South,BKS10,6,2016,December,26.90473352,60.5087233,72.45684467,64.85818538
Brooklyn South,BKS11,6,2016,December,19.74530015,51.60574009,61.67529663,55.27135019
Brooklyn South,BKS12,6,2016,December,15.73381518,56.29963275,40.38836522,49.78105906
Brooklyn South,BKS13,6,2016,December,13.66149028,43.06276631,45.08654917,43.97354301
Brooklyn South,BKS14,6,2016,December,15.18611906,33.20250187,49.48128344,38.29395679
Brooklyn South,BKS15,6,2016,December,19.70033229,53.1728829,58.59166224,55.14547546
Brooklyn South,BKS18,6,2016,December,16.87282352,36.83760356,58.2106407,43.66805935
Bronx,BX01,6,2016,December,6.427868404,19.08799065,22.64770656,20.6899937
Bronx,BX02,6,2016,December,13.04158431,35.57948307,49.79767559,41.9781925
Bronx,BX03,6,2016,December,10.0058227,28.6583129,36.54296613,32.20669677
Bronx,BX04,6,2016,December,10.72834752,30.48528486,39.47804235,34.53235639
Bronx,BX05,6,2016,December,11.75521796,30.81754025,46.41649247,37.83764232
Bronx,BX06,6,2016,December,13.21572248,37.06824061,37.57184991,37.29488331
Bronx,BX07,6,2016,December,14.41939986,38.54006083,56.03427165,46.41309896
Bronx,BX08,6,2016,December,22.12215842,44.54891152,78.3756887,55.1287888
Bronx,BX09,6,2016,December,9.836335862,25.0882324,39.81542025,31.12170894
Bronx,BX10,6,2016,December,20.30898815,47.71938732,65.46251596,54.17839981
Bronx,BX11,6,2016,December,15.1749923,37.26749587,51.58113151,42.47807362
Bronx,BX12,6,2016,December,17.44658159,37.05417712,69.42128541,48.83674157
Manhattan,MN01,6,2016,December,28.41870075,48.7273907,66.79045572,53.3756303
Manhattan,MN02,6,2016,December,27.48466412,43.40316454,74.81077893,51.48540954
Manhattan,MN03,6,2016,December,14.20319054,47.97345342,38.61225557,43.76057018
Manhattan,MN04,6,2016,December,22.88245859,35.10448035,68.54800756,43.71063481
Manhattan,MN05,6,2016,December,20.59927413,34.1613874,54.32138826,39.34923975
Manhattan,MN06,6,2016,December,24.49545898,39.31929445,68.35756862,46.79182781
Manhattan,MN07,6,2016,December,28.48725949,46.89791043,72.25438645,53.42299218
Manhattan,MN08,6,2016,December,28.34737526,47.26138335,73.44482841,53.9992723
Manhattan,MN09,6,2016,December,16.7295168,55.61657078,41.99418479,49.4859962
Manhattan,MN10,6,2016,December,14.85047221,42.62076519,49.49080475,45.7125356
Manhattan,MN11,6,2016,December,11.93905888,44.35820538,31.1841335,38.42938862
Manhattan,MN12,6,2016,December,17.91105603,53.61420721,60.06942827,56.51929404
Queens East,QE07,6,2016,December,19.62396249,51.64895214,60.66677278,54.93169992
Queens East,QE08,6,2016,December,16.90876322,32.53698726,48.16369055,36.97517063
Queens East,QE10,6,2016,December,25.97835509,42.86244065,75.14077189,53.17804124
Queens East,QE11,6,2016,December,23.75341627,54.86700485,75.54557063,61.47551951
Queens East,QE12,6,2016,December,15.10012513,38.89948734,62.48498255,48.7736599
Queens East,QE13,6,2016,December,19.57554164,38.01153888,77.59860226,50.66288479
Queens East,QE14,6,2016,December,12.82765475,34.83967886,37.77266294,35.90736998
Queens West,QW01,6,2016,December,20.68673471,50.64666164,70.59003911,57.9066284
Queens West,QW02,6,2016,December,21.60662768,55.96392678,68.37414934,60.48160707
Queens West,QW03,6,2016,December,15.40363525,35.19467394,56.96058174,43.11809451
Queens West,QW04,6,2016,December,14.8487366,36.03675012,51.22252998,41.56481362
Queens West,QW05,6,2016,December,26.79425145,55.25191749,78.91096955,63.86449738
Queens West,QW06,6,2016,December,22.79942811,35.73060689,66.12465913,43.55202795
Queens West,QW09,6,2016,December,20.05327169,47.2258588,71.42656853,56.03561776
Staten Island,SI01,6,2016,December,20.65998302,41.0833057,64.96527275,48.71557242
Staten Island,SI02,6,2016,December,21.69630053,48.80243598,67.3248773,54.72189028
Staten Island,SI03,6,2016,December,22.67231003,52.08443135,68.73097425,57.40438071
Brooklyn North,BKN01,8,2016,February,16.95040905,51.11767406,55.39752064,52.87105388
Brooklyn North,BKN02,8,2016,February,20.52366531,36.11456283,63.11949757,43.78430929
Brooklyn North,BKN03,8,2016,February,13.04094198,37.63874471,46.48019052,41.26093357
Brooklyn North,BKN04,8,2016,February,15.79841985,36.46475136,69.46762988,49.98546525
Brooklyn North,BKN05,8,2016,February,11.42377804,27.33311072,48.8404573,36.14430212
Brooklyn North,BKN08,8,2016,February,18.47762189,50.37534888,67.25557149,57.29088687
Brooklyn North,BKN09,8,2016,February,13.62056922,33.37130319,46.43511377,38.12690844
Brooklyn North,BKN16,8,2016,February,9.186936876,24.38611116,35.81185041,29.06704077
Brooklyn North,BKN17,8,2016,February,15.66135718,31.13399719,66.03648652,43.83951374
Brooklyn South,BKS06,8,2016,February,33.75441541,52.16248034,95.72884248,64.53588375
Brooklyn South,BKS07,8,2016,February,23.189991,49.59555092,78.48815885,60.11329665
Brooklyn South,BKS10,8,2016,February,27.27256076,60.98833486,82.63241218,68.8674056
Brooklyn South,BKS11,8,2016,February,21.33448641,53.39247319,70.77392539,59.71982498
Brooklyn South,BKS12,8,2016,February,17.37674033,61.3513091,45.7975434,54.97919778
Brooklyn South,BKS13,8,2016,February,15.32337654,46.08404767,53.28072036,49.322815
Brooklyn South,BKS14,8,2016,February,17.64231095,37.27958757,60.55699337,44.55997657
Brooklyn South,BKS15,8,2016,February,20.99925373,54.12081033,66.92371004,58.78143647
Brooklyn South,BKS18,8,2016,February,18.37275382,37.71056552,68.49888817,47.54998494
Bronx,BX01,8,2016,February,7.734543338,21.47182525,29.08028757,24.89591306
Bronx,BX02,8,2016,February,13.20162935,35.48526565,51.05750232,42.49334474
Bronx,BX03,8,2016,February,10.84439694,29.56435214,41.43347919,34.90589573
Bronx,BX04,8,2016,February,12.15451307,31.7731475,48.10457776,39.12289162
Bronx,BX05,8,2016,February,13.148341,31.24030893,55.86387809,42.32182045
Bronx,BX06,8,2016,February,14.9502535,40.48451214,48.3644925,44.03079305
Bronx,BX07,8,2016,February,15.25937263,37.22120482,63.65369985,49.1167995
Bronx,BX08,8,2016,February,23.06593186,45.41713565,89.03373025,59.05893828
Bronx,BX09,8,2016,February,10.47563987,25.44398791,44.24010993,33.14443707
Bronx,BX10,8,2016,February,20.77202206,46.48000234,74.15747189,56.55540252
Bronx,BX11,8,2016,February,16.90704354,39.33637566,61.28540644,47.32645829
Bronx,BX12,8,2016,February,18.72364622,36.30680642,80.54700831,52.41152067
Manhattan,MN01,8,2016,February,29.41963671,47.58929367,78.12590734,55.44740063
Manhattan,MN02,8,2016,February,26.85685882,40.10576302,80.13031353,50.4054381
Manhattan,MN03,8,2016,February,15.64682433,47.98703111,48.29672292,48.12640381
Manhattan,MN04,8,2016,February,23.39263589,33.6969902,76.39714098,44.68518803
Manhattan,MN05,8,2016,February,21.8004547,34.99082802,60.84414727,41.6437644
Manhattan,MN06,8,2016,February,24.26471959,36.53420627,74.68252698,46.35106375
Manhattan,MN07,8,2016,February,29.77639344,46.91912835,81.80516093,55.89648839
Manhattan,MN08,8,2016,February,29.07790942,46.28479489,81.84198717,55.4348671
Manhattan,MN09,8,2016,February,17.09412425,55.05554181,46.18693751,51.06434378
Manhattan,MN10,8,2016,February,15.55304435,41.02041811,56.47200871,47.97420203
Manhattan,MN11,8,2016,February,12.52496758,44.69070465,34.9683974,40.31530891
Manhattan,MN12,8,2016,February,18.37844424,50.85262904,66.61583901,57.94665313
Queens East,QE07,8,2016,February,20.69380318,51.58738634,69.00091412,57.92641458
Queens East,QE08,8,2016,February,18.46481492,33.31771624,58.17626093,40.3778605
Queens East,QE10,8,2016,February,24.42007764,40.33415211,87.24012372,55.32449546
Queens East,QE11,8,2016,February,25.90911162,56.54498307,89.43044242,67.05461138
Queens East,QE12,8,2016,February,16.37276819,38.11025073,73.39965887,52.88431852
Queens East,QE13,8,2016,February,21.83365588,38.75215196,94.30861532,56.50704398
Queens East,QE14,8,2016,February,12.8055395,32.82616126,41.12029109,35.84546464
Queens West,QW01,8,2016,February,21.89386913,50.32035045,80.44242538,61.28565777
Queens West,QW02,8,2016,February,21.59507286,52.35343908,74.5929438,60.44926264
Queens West,QW03,8,2016,February,16.2855103,34.17112158,65.52997708,45.58665283
Queens West,QW04,8,2016,February,15.36866589,34.55554344,57.80826629,43.02020773
Queens West,QW05,8,2016,February,26.97451804,53.59489385,93.85177901,68.24956549
Queens West,QW06,8,2016,February,23.13154248,33.83420649,74.06300294,44.18644098
Queens West,QW09,8,2016,February,21.36902593,44.63339153,82.54435156,58.43407851
Staten Island,SI01,8,2016,February,21.61786477,42.52629694,78.83452568,54.12978359
Staten Island,SI02,8,2016,February,23.08986436,49.11677948,77.93100828,58.32531239
Staten Island,SI03,8,2016,February,24.67111189,53.09368436,83.77419869,62.89865009
Brooklyn North,BKN01,7,2016,January,14.13774945,40.51548964,42.3736363,41.27674049
Brooklyn North,BKN02,7,2016,January,17.68114751,28.17311842,49.98434133,34.36778437
Brooklyn North,BKN03,7,2016,January,10.58209097,29.00677536,36.25438261,31.97599587
Brooklyn North,BKN04,7,2016,January,13.46078092,30.32414847,54.99772339,40.43248938
Brooklyn North,BKN05,7,2016,January,9.127529789,21.13297871,35.86535082,27.16857915
Brooklyn North,BKN08,7,2016,January,14.70739957,36.11456412,46.29809754,40.28658328
Brooklyn North,BKN09,7,2016,January,11.9218664,27.78999204,38.91197323,31.83871518
Brooklyn North,BKN16,7,2016,January,8.298710827,21.16527066,31.43701076,25.37342659
Brooklyn North,BKN17,7,2016,January,13.01772232,25.28099998,52.94927611,35.3530535
Brooklyn South,BKS06,7,2016,January,29.60413386,41.26033669,75.03294905,50.85219005
Brooklyn South,BKS07,7,2016,January,18.66344396,36.4158923,59.68659301,44.88710105
Brooklyn South,BKS10,7,2016,January,23.33775313,45.89415731,65.14815738,52.90317074
Brooklyn South,BKS11,7,2016,January,15.93374641,38.0108479,53.78163951,43.75187262
Brooklyn South,BKS12,7,2016,January,12.65778337,42.42923596,35.92366727,39.76401593
Brooklyn South,BKS13,7,2016,January,12.9477726,38.53413469,44.68015465,41.30006966
Brooklyn South,BKS14,7,2016,January,12.98051112,25.19136508,44.33822897,31.17985961
Brooklyn South,BKS15,7,2016,January,16.74097557,40.29145963,51.85353108,44.50038836
Brooklyn South,BKS18,7,2016,January,14.57986816,28.4308289,54.67472008,36.81792603
Bronx,BX01,7,2016,January,5.943023236,16.92495798,20.40551234,18.49133542
Bronx,BX02,7,2016,January,13.36630325,32.66694762,52.099335,41.41223646
Bronx,BX03,7,2016,January,7.580491616,19.81572883,29.47898586,24.16454981
Bronx,BX04,7,2016,January,9.566931867,25.06031721,35.70255655,29.84971622
Bronx,BX05,7,2016,January,10.41286471,24.44924268,43.2251579,32.89909491
Bronx,BX06,7,2016,January,11.44202707,29.8379848,31.57750043,30.62083079
Bronx,BX07,7,2016,January,12.35856334,28.96687852,49.8038757,38.34429342
Bronx,BX08,7,2016,January,18.20484406,34.98226728,64.32125282,44.15851439
Bronx,BX09,7,2016,January,8.832961612,20.7569784,36.00202935,27.00261458
Bronx,BX10,7,2016,January,18.02289057,38.52676405,62.32183049,47.18885711
Bronx,BX11,7,2016,January,13.66092934,30.14272279,48.80736138,36.93719158
Bronx,BX12,7,2016,January,15.21582126,29.40231605,64.22591618,42.07911465
Manhattan,MN01,7,2016,January,26.92944225,42.92646597,66.21152502,48.91850184
Manhattan,MN02,7,2016,January,24.25447426,34.29449815,68.04112364,42.97865009
Manhattan,MN03,7,2016,January,14.91093084,43.16283496,39.80345709,41.6509914
Manhattan,MN04,7,2016,January,23.58486434,33.56003942,74.8049555,44.17375598
Manhattan,MN05,7,2016,January,20.89823849,31.14210855,56.88373419,37.76630237
Manhattan,MN06,7,2016,January,24.37898047,34.80734028,72.10182476,44.40447673
Manhattan,MN07,7,2016,January,26.33646537,38.98020621,67.84441312,46.40794616
Manhattan,MN08,7,2016,January,26.0565061,38.77584474,67.29715808,46.11534653
Manhattan,MN09,7,2016,January,19.22194381,58.87015621,51.39488899,55.5060111
Manhattan,MN10,7,2016,January,15.20911684,38.81412102,53.68046203,45.5045211
Manhattan,MN11,7,2016,January,10.93030295,37.61941955,29.49696842,33.96401788
Manhattan,MN12,7,2016,January,16.3237918,42.73086708,56.74454915,49.03753929
Queens East,QE07,7,2016,January,18.65040371,45.28400593,59.65179139,50.51429579
Queens East,QE08,7,2016,January,15.69330354,28.06316744,47.19421933,33.49663057
Queens East,QE10,7,2016,January,22.80122214,35.16766627,75.28078873,47.98713164
Queens East,QE11,7,2016,January,22.79236435,47.21748962,75.75071115,56.33621743
Queens East,QE12,7,2016,January,14.4816924,34.77745859,61.96602654,46.16007359
Queens East,QE13,7,2016,January,18.72773143,33.55004599,74.33695536,46.58484209
Queens East,QE14,7,2016,January,12.03523702,28.41851043,35.68365814,31.06323453
Queens West,QW01,7,2016,January,19.87896629,45.52322608,68.25562031,53.79847569
Queens West,QW02,7,2016,January,22.01703901,51.04148589,71.775693,58.58933754
Queens West,QW03,7,2016,January,15.59048148,32.49873729,57.45067383,41.58196456
Queens West,QW04,7,2016,January,13.75421432,31.01944391,48.65480971,37.43922761
Queens West,QW05,7,2016,January,23.76214761,44.73296359,75.82754336,56.05229082
Queens West,QW06,7,2016,January,21.79731852,30.55701889,67.68867562,40.11225423
Queens West,QW09,7,2016,January,19.45379207,40.93954604,69.18865119,51.22303814
Staten Island,SI01,7,2016,January,19.61012988,34.58086511,65.28587436,44.393659
Staten Island,SI02,7,2016,January,20.06858704,37.67581977,67.61348825,47.24338472
Staten Island,SI03,7,2016,January,21.80054429,41.49422131,73.84309494,51.83236603
Brooklyn North,BKN01,1,2016,July,14.6888369,44.02234812,43.15468127,43.62657068
Brooklyn North,BKN02,1,2016,July,16.50674514,30.16261285,49.79389991,35.95054728
Brooklyn North,BKN03,1,2016,July,10.07119846,29.00864884,32.84862856,30.76021666
Brooklyn North,BKN04,1,2016,July,12.3728639,30.60331145,46.35906229,37.79013745
Brooklyn North,BKN05,1,2016,July,9.125863086,23.54978264,33.0274002,27.8729018
Brooklyn North,BKN08,1,2016,July,13.79031025,39.72060484,44.97952819,42.11940941
Brooklyn North,BKN09,1,2016,July,11.02299836,27.72248561,38.77868721,32.12137544
Brooklyn North,BKN16,1,2016,July,7.700834097,20.64257124,26.95181848,23.5204704
Brooklyn North,BKN17,1,2016,July,12.82181165,27.7832518,51.86150232,37.36317583
Brooklyn South,BKS06,1,2016,July,26.19659363,42.23190786,75.10633055,51.92434434
Brooklyn South,BKS07,1,2016,July,20.06714503,46.69804735,61.15133004,52.44852121
Brooklyn South,BKS10,1,2016,July,23.08396418,57.20961818,63.00708248,59.51623375
Brooklyn South,BKS11,1,2016,July,17.00350924,47.44717032,52.7293675,49.54877848
Brooklyn South,BKS12,1,2016,July,14.07688215,49.71961794,34.9764667,42.99467898
Brooklyn South,BKS13,1,2016,July,12.40233105,36.84643478,43.43734213,39.6734266
Brooklyn South,BKS14,1,2016,July,13.04540541,30.43381683,47.3569771,35.9304731
Brooklyn South,BKS15,1,2016,July,16.87265974,46.66365993,52.95677643,49.1674788
Brooklyn South,BKS18,1,2016,July,14.08065106,32.28889087,56.7392231,40.95777374
Bronx,BX01,1,2016,July,5.946837623,17.10158651,21.58156363,19.02315178
Bronx,BX02,1,2016,July,11.42179155,29.97132179,45.27823634,36.53680965
Bronx,BX03,1,2016,July,8.484305681,23.83241525,31.54420313,27.14017852
Bronx,BX04,1,2016,July,9.799847786,26.33405484,38.02466088,31.34842477
Bronx,BX05,1,2016,July,10.89599066,26.23179742,46.33574175,34.85484174
Bronx,BX06,1,2016,July,11.01760922,34.12960546,36.72745641,35.24388351
Bronx,BX07,1,2016,July,12.70816575,32.10925628,52.02540704,40.65175161
Bronx,BX08,1,2016,July,19.58693319,41.77896837,73.35477964,52.03481765
Bronx,BX09,1,2016,July,8.809113486,22.5876473,32.05363409,26.9054612
Bronx,BX10,1,2016,July,17.65388203,41.8539697,59.39126767,48.83146925
Bronx,BX11,1,2016,July,13.71622449,34.98824624,47.50822563,39.9695239
Bronx,BX12,1,2016,July,15.51976437,33.55670384,62.88412963,45.22509772
Manhattan,MN01,1,2016,July,25.0923498,43.32096169,60.36243813,47.91102067
Manhattan,MN02,1,2016,July,21.99085197,34.5537001,64.97689492,42.7480757
Manhattan,MN03,1,2016,July,12.55399485,39.8954356,39.48613191,39.71987583
Manhattan,MN04,1,2016,July,20.76506779,30.86523532,66.13594263,40.36527057
Manhattan,MN05,1,2016,July,17.05480465,27.78284821,47.72012432,33.15288018
Manhattan,MN06,1,2016,July,20.73904824,32.17359051,62.39899166,40.31469111
Manhattan,MN07,1,2016,July,23.88058484,39.12278174,64.35469237,45.91890404
Manhattan,MN08,1,2016,July,23.90927094,39.55695694,63.98115031,46.13552357
Manhattan,MN09,1,2016,July,15.00827219,51.25364062,43.69016,48.00948975
Manhattan,MN10,1,2016,July,12.74214096,33.88816283,48.24882195,40.04777996
Manhattan,MN11,1,2016,July,10.67989644,37.63537007,29.54117774,34.16358474
Manhattan,MN12,1,2016,July,15.06461751,43.5091612,54.42153871,48.18973101
Queens East,QE07,1,2016,July,16.90032538,47.8938042,51.2976945,49.24809738
Queens East,QE08,1,2016,July,15.13913137,28.26110995,44.2392501,32.97197925
Queens East,QE10,1,2016,July,15.90666204,36.28899723,64.43807035,46.26927134
Queens East,QE11,1,2016,July,20.88445234,55.04257454,71.13642067,60.74865925
Queens East,QE12,1,2016,July,12.78918938,34.62558783,49.96808822,42.01171251
Queens East,QE13,1,2016,July,16.28064547,34.17721973,71.35072772,47.35711371
Queens East,QE14,1,2016,July,10.60958887,29.01792826,33.79028164,30.91668676
Queens West,QW01,1,2016,July,18.60798677,48.84650815,62.36303428,54.22427816
Queens West,QW02,1,2016,July,18.63177305,50.3827605,60.21227308,54.29359213
Queens West,QW03,1,2016,July,13.2609166,31.96595222,48.74744384,38.64274191
Queens West,QW04,1,2016,July,13.1899007,34.62844992,44.19786937,38.43579926
Queens West,QW05,1,2016,July,22.62188825,49.46728854,72.98298779,58.82339239
Queens West,QW06,1,2016,July,19.81094869,30.73919794,59.59185854,38.51055592
Queens West,QW09,1,2016,July,17.00416424,40.92628581,62.60291876,49.55068719
